TimePeriod,,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean,Indicator,IndicatorID
Summer 2019,,207,6,Kingsbridge Heights and Bedford (CD7),11.7,14.3,13.1,NO2,375
Summer 2019,,208,6,Riverdale and Fieldston (CD8),8.2,13.3,10.4,NO2,375
Summer 2019,,209,6,Parkchester and Soundview (CD9),10.7,15.2,13.4,NO2,375
Summer 2019,,210,6,Throgs Neck and Co-op City (CD10),10.2,14,12.3,NO2,375
Summer 2019,,211,6,Morris Park and Bronxdale (CD11),11.9,13.8,12.7,NO2,375
Summer 2019,,212,6,Williamsbridge and Baychester (CD12),9.3,13,11.7,NO2,375
Summer 2019,,301,6,Greenpoint and Williamsburg (CD1),17.6,21,19.2,NO2,375
Summer 2019,,302,6,Fort Greene and Brooklyn Heights (CD2),16.6,19.5,18,NO2,375
Summer 2019,,303,6,Bedford Stuyvesant (CD3),13.6,17,15.4,NO2,375
Summer 2019,,304,6,Bushwick (CD4),11.6,17.7,14.8,NO2,375
Summer 2019,,305,6,East New York and Starrett City (CD5),9,13.2,11.6,NO2,375
Summer 2019,,306,6,Park Slope and Carroll Gardens (CD6),16.1,19.6,18.1,NO2,375
Summer 2019,,307,6,Sunset Park (CD7),12.1,19.6,16.2,NO2,375
Summer 2019,,308,6,Crown Heights and Prospect Heights (CD8),13.5,16.7,15.1,NO2,375
Summer 2019,,309,6,South Crown Heights and Lefferts Gardens (CD9),13,14.9,14.1,NO2,375
Summer 2019,,310,6,Bay Ridge and Dyker Heights (CD10),11,15.8,14,NO2,375
Summer 2019,,311,6,Bensonhurst (CD11),11.6,13.8,12.8,NO2,375
Summer 2019,,312,6,Borough Park (CD12),12,15.6,14,NO2,375
Summer 2019,,313,6,Coney Island (CD13),7.9,10.8,9.6,NO2,375
Summer 2019,,314,6,Flatbush and Midwood (CD14),11.2,13.8,12.4,NO2,375
Summer 2019,,315,6,Sheepshead Bay (CD15),7.5,11.5,10,NO2,375
Summer 2019,,316,6,Brownsville (CD16),12.5,13.8,13.2,NO2,375
Summer 2019,,317,6,East Flatbush (CD17),11.7,13.8,12.7,NO2,375
Summer 2019,,318,6,Flatlands and Canarsie (CD18),5.1,12.2,9.2,NO2,375
Summer 2019,,401,6,Long Island City and Astoria (CD1),12.3,17.9,15.6,NO2,375
Summer 2019,,402,6,Woodside and Sunnyside (CD2),15,21.4,18.1,NO2,375
Summer 2019,,403,6,Jackson Heights (CD3),13.4,15.4,14.4,NO2,375
Summer 2019,,404,6,Elmhurst and Corona (CD4),14.3,15.7,15,NO2,375
Summer 2019,,405,6,Ridgewood and Maspeth (CD5),9.8,18.2,13.7,NO2,375
Summer 2019,,406,6,Rego Park and Forest Hills (CD6),11.1,14.9,13,NO2,375
Summer 2019,,407,6,Flushing and Whitestone (CD7),11.6,16.1,13.6,NO2,375
Summer 2019,,408,6,Hillcrest and Fresh Meadows (CD8),11,13.6,12.5,NO2,375
Summer 2019,,409,6,Kew Gardens and Woodhaven (CD9),11.3,13.6,12.6,NO2,375
Summer 2019,,410,6,South Ozone Park and Howard Beach (CD10),9,12.6,11.1,NO2,375
Summer 2019,,411,6,Bayside and Little Neck (CD11),10.9,13.9,12.7,NO2,375
Summer 2019,,412,6,Jamaica and Hollis (CD12),12,15,13.3,NO2,375
Summer 2019,,413,6,Queens Village (CD13),11.8,14.3,13,NO2,375
Summer 2019,,414,6,Rockaway and Broad Channel (CD14),4.9,9.7,7.2,NO2,375
Summer 2019,,501,6,St. George and Stapleton (CD1),11.5,15.2,13.5,NO2,375
Summer 2019,,502,6,South Beach and Willowbrook (CD2),7.5,11.8,9.7,NO2,375
Summer 2019,,503,6,Tottenville and Great Kills (CD3),5.4,9.8,7.8,NO2,375
Summer 2019,,101,4,Kingsbridge - Riverdale,8.2,13.6,10.4,NO2,375
Summer 2019,,102,4,Northeast Bronx,11.4,13.1,12.3,NO2,375
Summer 2019,,103,4,Fordham - Bronx Pk,9,14.3,12.2,NO2,375
Summer 2019,,104,4,Pelham - Throgs Neck,10.6,14.5,12.8,NO2,375
Summer 2019,,105,4,Crotona -Tremont,13,15.6,14.4,NO2,375
Summer 2019,,106,4,High Bridge - Morrisania,14.5,16.4,15.4,NO2,375
Summer 2019,,107,4,Hunts Point - Mott Haven,12.2,18,15.5,NO2,375
Summer 2019,,201,4,Greenpoint,17.7,20.9,19.2,NO2,375
Summer 2019,,202,4,Downtown - Heights - Slope,16.1,19.6,18,NO2,375
Summer 2019,,203,4,Bedford Stuyvesant - Crown Heights,13,16.4,14.3,NO2,375
Summer 2019,,204,4,East New York,9.9,13.4,12,NO2,375
Summer 2019,,205,4,Sunset Park,12.1,19.5,16.2,NO2,375
Summer 2019,,206,4,Borough Park,11.9,15.3,13.6,NO2,375
Summer 2019,,207,4,East Flatbush - Flatbush,11.3,14.4,12.8,NO2,375
Summer 2019,,208,4,Canarsie - Flatlands,5.2,12.5,9.2,NO2,375
Summer 2019,,209,4,Bensonhurst - Bay Ridge,10.4,15.4,13,NO2,375
Summer 2019,,210,4,Coney Island - Sheepshead Bay,7.8,11.7,10,NO2,375
Summer 2019,,211,4,Williamsburg - Bushwick,14.2,20,16.7,NO2,375
Summer 2019,,301,4,Washington Heights,10.8,16.5,14,NO2,375
Summer 2019,,302,4,Central Harlem - Morningside Heights,15.6,17.9,16.8,NO2,375
Summer 2019,,303,4,East Harlem,15.2,17.8,16.7,NO2,375
Summer 2019,,304,4,Upper West Side,17.1,20.8,18.8,NO2,375
Summer 2019,,305,4,Upper East Side,17,22.6,20.1,NO2,375
Summer 2019,,306,4,Chelsea - Clinton,21.6,28.5,24.9,NO2,375
Summer 2019,,307,4,Gramercy Park - Murray Hill,21.2,28.1,24.8,NO2,375
Summer 2019,,308,4,Greenwich Village - SoHo,21.1,23.9,22.6,NO2,375
Summer 2019,,309,4,Union Square - Lower East Side,17.4,23.1,20.3,NO2,375
Summer 2019,,310,4,Lower Manhattan,21.4,24.7,23.1,NO2,375
Summer 2019,,401,4,Long Island City - Astoria,15.2,21.2,17.7,NO2,375
Summer 2019,,402,4,West Queens,13.8,18.7,15.6,NO2,375
Summer 2019,,403,4,Flushing - Clearview,11.8,15.9,13.6,NO2,375
Summer 2019,,404,4,Bayside - Little Neck,10.7,14,12.5,NO2,375
Summer 2019,,405,4,Ridgewood - Forest Hills,10.1,15.3,12.8,NO2,375
Summer 2019,,406,4,Fresh Meadows,11.3,13.6,12.6,NO2,375
Summer 2019,,407,4,Southwest Queens,10,13.2,11.7,NO2,375
Summer 2019,,408,4,Jamaica,11.6,14.8,13,NO2,375
Summer 2019,,409,4,Southeast Queens,11.7,14.2,13,NO2,375
Summer 2019,,410,4,Rockaways,5.1,9.8,7.3,NO2,375
Summer 2019,,501,4,Port Richmond,12.7,15.4,14.3,NO2,375
Summer 2019,,502,4,Stapleton - St. George,8.4,14.2,11.4,NO2,375
Summer 2019,,503,4,Willowbrook,7.8,12.7,10.4,NO2,375
Summer 2019,,504,4,South Beach - Tottenville,5.5,9.7,7.8,NO2,375
Summer 2019,,101,3,Kingsbridge - Riverdale,8.2,13.6,10.4,NO2,375
Summer 2019,,102,3,Northeast Bronx,11.4,13.1,12.3,NO2,375
Summer 2019,,103,3,Fordham - Bronx Pk,9,14.3,12.2,NO2,375
Summer 2019,,104,3,Pelham - Throgs Neck,10.6,14.5,12.8,NO2,375
Summer 2019,,201,3,Greenpoint,17.7,20.9,19.2,NO2,375
Summer 2019,,202,3,Downtown - Heights - Slope,16.1,19.6,18,NO2,375
Summer 2019,,203,3,Bedford Stuyvesant - Crown Heights,13,16.4,14.3,NO2,375
Summer 2019,,204,3,East New York,9.9,13.4,12,NO2,375
Summer 2019,,205,3,Sunset Park,12.1,19.5,16.2,NO2,375
Summer 2019,,206,3,Borough Park,11.9,15.3,13.6,NO2,375
Summer 2019,,207,3,East Flatbush - Flatbush,11.3,14.4,12.8,NO2,375
Summer 2019,,208,3,Canarsie - Flatlands,5.2,12.5,9.2,NO2,375
Summer 2019,,209,3,Bensonhurst - Bay Ridge,10.4,15.4,13,NO2,375
Summer 2019,,210,3,Coney Island - Sheepshead Bay,7.8,11.7,10,NO2,375
Summer 2019,,211,3,Williamsburg - Bushwick,14.2,20,16.7,NO2,375
Summer 2019,,301,3,Washington Heights,10.8,16.5,14,NO2,375
Summer 2019,,302,3,Central Harlem - Morningside Heights,15.6,17.9,16.8,NO2,375
Summer 2019,,303,3,East Harlem,15.2,17.8,16.7,NO2,375
Summer 2019,,304,3,Upper West Side,17.1,20.8,18.8,NO2,375
Summer 2019,,401,3,Long Island City - Astoria,15.2,21.2,17.7,NO2,375
Summer 2019,,402,3,West Queens,13.8,18.7,15.6,NO2,375
Summer 2019,,403,3,Flushing - Clearview,11.8,15.9,13.6,NO2,375
Summer 2019,,405,3,Ridgewood - Forest Hills,10.1,15.3,12.8,NO2,375
Summer 2019,,407,3,Southwest Queens,10,13.2,11.7,NO2,375
Summer 2019,,408,3,Jamaica,11.6,14.8,13.1,NO2,375
Summer 2019,,409,3,Southeast Queens,11.7,14.2,13,NO2,375
Summer 2019,,410,3,Rockaways,5.1,9.8,7.3,NO2,375
Summer 2019,,305307,3,Upper East Side-Gramercy,18.2,26.9,22.3,NO2,375
Summer 2019,,306308,3,Chelsea-Village  ,21.4,28,24.1,NO2,375
Summer 2019,,309310,3,Union Square-Lower Manhattan,17.8,24,21.2,NO2,375
Summer 2019,,404406,3,Bayside Little Neck-Fresh Meadows,10.9,13.9,12.6,NO2,375
Summer 2019,,501502,3,Northern SI,8.8,15.1,12.4,NO2,375
Summer 2019,,503504,3,Southern SI,6,11.8,8.8,NO2,375
Summer 2019,,105106107,3,South Bronx,12.9,17.1,15.2,NO2,375
Summer 2019,,1,1,Bronx,10.3,15.9,13.1,NO2,375
Summer 2019,,2,1,Brooklyn,9.1,18.6,13.4,NO2,375
Summer 2019,,3,1,Manhattan,14.6,25.3,19.7,NO2,375
Summer 2019,,4,1,Queens,10.1,16,13.1,NO2,375
Summer 2019,,5,1,Staten Island,6.6,13.9,9.8,NO2,375
Summer 2019,,1,0,New York City,8.1,17.8,13,NO2,375
Winter 2018,19,101,6,Financial District (CD1),26.4,29.1,27.9,NO2,375
Winter 2018,19,102,6,Greenwich Village and Soho (CD2),25.9,28.4,27.4,NO2,375
Winter 2018,19,103,6,Lower East Side and Chinatown (CD3),23.4,27.7,25.6,NO2,375
Winter 2018,19,104,6,Clinton and Chelsea (CD4),25.9,30.8,28.3,NO2,375
Winter 2018,19,105,6,Midtown (CD5),29.5,33.2,31.5,NO2,375
Winter 2018,19,106,6,Stuyvesant Town and Turtle Bay (CD6),25.1,31,28.2,NO2,375
Winter 2018,19,107,6,Upper West Side (CD7),23.9,26.4,25.2,NO2,375
Winter 2018,19,108,6,Upper East Side (CD8),23.9,28.5,26.5,NO2,375
Winter 2018,19,109,6,Morningside Heights and Hamilton Heights (CD9),23.1,25.1,24.2,NO2,375
Winter 2018,19,110,6,Central Harlem (CD10),23.6,25.7,24.8,NO2,375
Winter 2018,19,111,6,East Harlem (CD11),23.2,25.3,24.4,NO2,375
Winter 2018,19,112,6,Washington Heights and Inwood (CD12),18.9,24.2,21.8,NO2,375
Winter 2018,19,201,6,Mott Haven and Melrose (CD1),24,26.5,25,NO2,375
Winter 2018,19,202,6,Hunts Point and Longwood (CD2),21.7,26.8,24.5,NO2,375
Winter 2018,19,203,6,Morrisania and Crotona (CD3),21.6,24,23,NO2,375
Winter 2018,19,204,6,Highbridge and Concourse (CD4),22.8,24.6,23.8,NO2,375
Winter 2018,19,205,6,Fordham and University Heights (CD5),21.8,24.2,23.1,NO2,375
Winter 2018,19,206,6,Belmont and East Tremont (CD6),20.2,23.2,22,NO2,375
Winter 2018,19,207,6,Kingsbridge Heights and Bedford (CD7),19.5,22.4,21,NO2,375
Winter 2018,19,208,6,Riverdale and Fieldston (CD8),16.1,21.2,18.3,NO2,375
Winter 2018,19,209,6,Parkchester and Soundview (CD9),19.2,23,21.5,NO2,375
Winter 2018,19,210,6,Throgs Neck and Co-op City (CD10),17.1,21.1,19.3,NO2,375
Winter 2018,19,211,6,Morris Park and Bronxdale (CD11),19.3,21.6,20.2,NO2,375
Winter 2018,19,212,6,Williamsbridge and Baychester (CD12),16.5,19.9,18.7,NO2,375
Winter 2018,19,301,6,Greenpoint and Williamsburg (CD1),25,29.1,26.8,NO2,375
Winter 2018,19,302,6,Fort Greene and Brooklyn Heights (CD2),23.7,25.9,24.7,NO2,375
Winter 2018,19,303,6,Bedford Stuyvesant (CD3),22.8,24.9,23.8,NO2,375
Winter 2018,19,304,6,Bushwick (CD4),21.2,26.5,23.9,NO2,375
Winter 2018,19,305,6,East New York and Starrett City (CD5),18.6,22.8,21.2,NO2,375
Winter 2018,19,306,6,Park Slope and Carroll Gardens (CD6),23.3,26.4,25,NO2,375
Winter 2018,19,307,6,Sunset Park (CD7),19.9,26.3,23.4,NO2,375
Winter 2018,19,308,6,Crown Heights and Prospect Heights (CD8),22.7,24.6,23.6,NO2,375
Winter 2018,19,309,6,South Crown Heights and Lefferts Gardens (CD9),22,23.5,22.8,NO2,375
Winter 2018,19,310,6,Bay Ridge and Dyker Heights (CD10),18.4,22.8,21.2,NO2,375
Winter 2018,19,311,6,Bensonhurst (CD11),19.7,21.8,20.8,NO2,375
Winter 2018,19,312,6,Borough Park (CD12),20.6,23.2,22.1,NO2,375
Winter 2018,19,313,6,Coney Island (CD13),16.1,19.1,17.8,NO2,375
Winter 2018,19,314,6,Flatbush and Midwood (CD14),20.1,22.3,21.1,NO2,375
Winter 2018,19,315,6,Sheepshead Bay (CD15),16.3,20.1,18.7,NO2,375
Winter 2018,19,316,6,Brownsville (CD16),22.1,23.4,22.8,NO2,375
Winter 2018,19,317,6,East Flatbush (CD17),20.9,22.9,21.9,NO2,375
Winter 2018,19,318,6,Flatlands and Canarsie (CD18),14.3,21.7,18.6,NO2,375
Winter 2018,19,401,6,Long Island City and Astoria (CD1),21.3,25.8,24,NO2,375
Winter 2018,19,402,6,Woodside and Sunnyside (CD2),23.8,29,26.2,NO2,375
Winter 2018,19,403,6,Jackson Heights (CD3),22.2,24.2,23.3,NO2,375
Winter 2018,19,404,6,Elmhurst and Corona (CD4),23.2,24.4,23.9,NO2,375
Winter 2018,19,405,6,Ridgewood and Maspeth (CD5),19.4,27.1,23,NO2,375
Winter 2018,19,406,6,Rego Park and Forest Hills (CD6),20.1,23.7,21.9,NO2,375
Winter 2018,19,407,6,Flushing and Whitestone (CD7),19,24.4,21.3,NO2,375
Winter 2018,19,408,6,Hillcrest and Fresh Meadows (CD8),17.6,21.3,19.9,NO2,375
Winter 2018,19,409,6,Kew Gardens and Woodhaven (CD9),20.3,22.1,21.4,NO2,375
Winter 2018,19,410,6,South Ozone Park and Howard Beach (CD10),17.9,21.2,19.7,NO2,375
Winter 2018,19,411,6,Bayside and Little Neck (CD11),16.4,20.4,18.6,NO2,375
Winter 2018,19,412,6,Jamaica and Hollis (CD12),18.6,22.2,19.9,NO2,375
Winter 2018,19,413,6,Queens Village (CD13),16.8,19.4,18,NO2,375
Winter 2018,19,414,6,Rockaway and Broad Channel (CD14),12.1,15.2,13.9,NO2,375
Winter 2018,19,501,6,St. George and Stapleton (CD1),17.7,21,19.5,NO2,375
Winter 2018,19,502,6,South Beach and Willowbrook (CD2),14.1,18.1,16,NO2,375
Winter 2018,19,503,6,Tottenville and Great Kills (CD3),11.8,16.2,14.2,NO2,375
Winter 2018,19,101,4,Kingsbridge - Riverdale,16.1,21.4,18.3,NO2,375
Winter 2018,19,102,4,Northeast Bronx,18.1,19.9,19.1,NO2,375
Winter 2018,19,103,4,Fordham - Bronx Pk,16.4,22.4,19.9,NO2,375
Winter 2018,19,104,4,Pelham - Throgs Neck,18,22.5,20.4,NO2,375
Winter 2018,19,105,4,Crotona -Tremont,21.3,23.8,22.6,NO2,375
Winter 2018,19,106,4,High Bridge - Morrisania,22.9,24.8,23.9,NO2,375
Winter 2018,19,107,4,Hunts Point - Mott Haven,21.1,26.6,24.2,NO2,375
Winter 2018,19,201,4,Greenpoint,24.8,28.7,26.7,NO2,375
Winter 2018,19,202,4,Downtown - Heights - Slope,23.3,26.1,24.8,NO2,375
Winter 2018,19,203,4,Bedford Stuyvesant - Crown Heights,22.4,24.4,23.2,NO2,375
Winter 2018,19,204,4,East New York,19.5,22.9,21.6,NO2,375
Winter 2018,19,205,4,Sunset Park,19.6,26.2,23.3,NO2,375
Winter 2018,19,206,4,Borough Park,20.5,23.1,21.8,NO2,375
Winter 2018,19,207,4,East Flatbush - Flatbush,20.3,23,21.7,NO2,375
Winter 2018,19,208,4,Canarsie - Flatlands,14.3,22.1,18.7,NO2,375
Winter 2018,19,209,4,Bensonhurst - Bay Ridge,18.1,22.4,20.5,NO2,375
Winter 2018,19,210,4,Coney Island - Sheepshead Bay,16.4,20.2,18.5,NO2,375
Winter 2018,19,211,4,Williamsburg - Bushwick,23.2,28.5,25.2,NO2,375
Winter 2018,19,301,4,Washington Heights,19.3,24.4,22.2,NO2,375
Winter 2018,19,302,4,Central Harlem - Morningside Heights,23.6,25.6,24.7,NO2,375
Winter 2018,19,303,4,East Harlem,23.1,25.3,24.4,NO2,375
Winter 2018,19,304,4,Upper West Side,23.9,26.4,25.2,NO2,375
Winter 2018,19,305,4,Upper East Side,23.9,28.3,26.5,NO2,375
Winter 2018,19,306,4,Chelsea - Clinton,26.4,32.6,29.5,NO2,375
Winter 2018,19,307,4,Gramercy Park - Murray Hill,26.7,32.3,29.7,NO2,375
Winter 2018,19,308,4,Greenwich Village - SoHo,25.9,28.6,27.5,NO2,375
Winter 2018,19,309,4,Union Square - Lower East Side,23.6,28.1,25.9,NO2,375
Winter 2018,19,310,4,Lower Manhattan,26.2,29.2,27.7,NO2,375
Winter 2018,19,401,4,Long Island City - Astoria,23.6,28.7,25.7,NO2,375
Winter 2018,19,402,4,West Queens,22.6,27.1,24.4,NO2,375
Winter 2018,19,403,4,Flushing - Clearview,19.2,24.2,21.2,NO2,375
Winter 2018,19,404,4,Bayside - Little Neck,16.3,20.1,18.2,NO2,375
Winter 2018,19,405,4,Ridgewood - Forest Hills,19.4,24.4,22,NO2,375
Winter 2018,19,406,4,Fresh Meadows,18.8,21.3,20.3,NO2,375
Winter 2018,19,407,4,Southwest Queens,19,21.9,20.4,NO2,375
Winter 2018,19,408,4,Jamaica,18.4,22,19.9,NO2,375
Winter 2018,19,409,4,Southeast Queens,16.8,19.3,18,NO2,375
Winter 2018,19,410,4,Rockaways,12.3,15.2,13.9,NO2,375
Winter 2018,19,501,4,Port Richmond,18.5,21.2,20.1,NO2,375
Winter 2018,19,502,4,Stapleton - St. George,15,20.4,17.8,NO2,375
Winter 2018,19,503,4,Willowbrook,14.2,18.7,16.6,NO2,375
Winter 2018,19,504,4,South Beach - Tottenville,11.9,16.2,14.2,NO2,375
Winter 2018,19,101,3,Kingsbridge - Riverdale,16.1,21.4,18.3,NO2,375
Winter 2018,19,102,3,Northeast Bronx,18.1,19.9,19.1,NO2,375
Winter 2018,19,103,3,Fordham - Bronx Pk,16.4,22.4,19.9,NO2,375
Winter 2018,19,104,3,Pelham - Throgs Neck,18,22.5,20.4,NO2,375
Winter 2018,19,201,3,Greenpoint,24.8,28.7,26.7,NO2,375
Winter 2018,19,202,3,Downtown - Heights - Slope,23.3,26.1,24.8,NO2,375
Winter 2018,19,203,3,Bedford Stuyvesant - Crown Heights,22.4,24.4,23.2,NO2,375
Winter 2018,19,204,3,East New York,19.5,22.9,21.6,NO2,375
Winter 2018,19,205,3,Sunset Park,19.6,26.2,23.3,NO2,375
Winter 2018,19,206,3,Borough Park,20.5,23.1,21.8,NO2,375
Winter 2018,19,207,3,East Flatbush - Flatbush,20.3,23,21.7,NO2,375
Winter 2018,19,208,3,Canarsie - Flatlands,14.3,22.1,18.7,NO2,375
Winter 2018,19,209,3,Bensonhurst - Bay Ridge,18.1,22.4,20.5,NO2,375
Winter 2018,19,210,3,Coney Island - Sheepshead Bay,16.4,20.2,18.5,NO2,375
Winter 2018,19,211,3,Williamsburg - Bushwick,23.2,28.5,25.2,NO2,375
Winter 2018,19,301,3,Washington Heights,19.3,24.4,22.2,NO2,375
Winter 2018,19,302,3,Central Harlem - Morningside Heights,23.6,25.6,24.7,NO2,375
Winter 2018,19,303,3,East Harlem,23.1,25.3,24.4,NO2,375
Winter 2018,19,304,3,Upper West Side,23.9,26.4,25.2,NO2,375
Winter 2018,19,401,3,Long Island City - Astoria,23.6,28.7,25.7,NO2,375
Winter 2018,19,402,3,West Queens,22.6,27.1,24.4,NO2,375
Winter 2018,19,403,3,Flushing - Clearview,19.2,24.2,21.3,NO2,375
Winter 2018,19,405,3,Ridgewood - Forest Hills,19.4,24.4,22,NO2,375
Winter 2018,19,407,3,Southwest Queens,19,21.9,20.4,NO2,375
Winter 2018,19,408,3,Jamaica,18.4,22,19.9,NO2,375
Winter 2018,19,409,3,Southeast Queens,16.8,19.3,18,NO2,375
Winter 2018,19,410,3,Rockaways,12.3,15.2,13.9,NO2,375
Winter 2018,19,305307,3,Upper East Side-Gramercy,24.9,31.4,28,NO2,375
Winter 2018,19,306308,3,Chelsea-Village  ,26.2,32.2,28.8,NO2,375
Winter 2018,19,309310,3,Union Square-Lower Manhattan,23.9,28.7,26.5,NO2,375
Winter 2018,19,404406,3,Bayside Little Neck-Fresh Meadows,16.6,21.1,19,NO2,375
Winter 2018,19,501502,3,Northern SI,15.4,20.9,18.6,NO2,375
Winter 2018,19,503504,3,Southern SI,12.4,17.9,15.1,NO2,375
Winter 2018,19,105106107,3,South Bronx,21.4,25.8,23.6,NO2,375
Winter 2018,19,1,1,Bronx,17.6,24.3,20.9,NO2,375
Winter 2018,19,2,1,Brooklyn,17.9,25.6,21.8,NO2,375
Winter 2018,19,3,1,Manhattan,22.7,30,26,NO2,375
Winter 2018,19,4,1,Queens,16.5,24.6,20.4,NO2,375
Winter 2018,19,5,1,Staten Island,12.9,20,16.1,NO2,375
Winter 2018,19,1,0,New York City,14.9,25.2,20.3,NO2,375
Annual Average 2018,,101,6,Financial District (CD1),23.6,26.8,25.3,NO2,375
Annual Average 2018,,102,6,Greenwich Village and Soho (CD2),22.8,26.1,24.8,NO2,375
Annual Average 2018,,103,6,Lower East Side and Chinatown (CD3),19.5,25.1,22.4,NO2,375
Annual Average 2018,,104,6,Clinton and Chelsea (CD4),22.6,29.2,25.7,NO2,375
Annual Average 2018,,105,6,Midtown (CD5),28.7,33.2,31.1,NO2,375
Annual Average 2018,,106,6,Stuyvesant Town and Turtle Bay (CD6),22.5,30.4,26.6,NO2,375
Annual Average 2018,,107,6,Upper West Side (CD7),20.8,23.3,22.2,NO2,375
Annual Average 2018,,108,6,Upper East Side (CD8),19.1,26.8,23.5,NO2,375
Annual Average 2018,,109,6,Morningside Heights and Hamilton Heights (CD9),20.4,22.4,21.5,NO2,375
Annual Average 2018,,110,6,Central Harlem (CD10),20.2,23,21.7,NO2,375
Annual Average 2018,,111,6,East Harlem (CD11),19.5,21.9,20.9,NO2,375
Annual Average 2018,,112,6,Washington Heights and Inwood (CD12),16.1,22.1,19.3,NO2,375
Annual Average 2018,,201,6,Mott Haven and Melrose (CD1),20.2,22.4,21.2,NO2,375
Annual Average 2018,,202,6,Hunts Point and Longwood (CD2),17.3,22.6,20.4,NO2,375
Annual Average 2018,,203,6,Morrisania and Crotona (CD3),18.4,20.9,19.8,NO2,375
Annual Average 2018,,204,6,Highbridge and Concourse (CD4),19.8,21.8,20.9,NO2,375
Annual Average 2018,,205,6,Fordham and University Heights (CD5),19,21.7,20.5,NO2,375
Annual Average 2018,,206,6,Belmont and East Tremont (CD6),17.3,20.6,19.2,NO2,375
Annual Average 2018,,207,6,Kingsbridge Heights and Bedford (CD7),16.8,19.9,18.4,NO2,375
Annual Average 2018,,208,6,Riverdale and Fieldston (CD8),13.6,18.7,15.8,NO2,375
Annual Average 2018,,209,6,Parkchester and Soundview (CD9),15.2,19.8,17.9,NO2,375
Annual Average 2018,,210,6,Throgs Neck and Co-op City (CD10),13.6,17.8,15.8,NO2,375
Annual Average 2018,,211,6,Morris Park and Bronxdale (CD11),16.2,18.1,17.1,NO2,375
Annual Average 2018,,212,6,Williamsbridge and Baychester (CD12),13.7,17,15.8,NO2,375
Annual Average 2018,,301,6,Greenpoint and Williamsburg (CD1),20.9,23.4,22.1,NO2,375
Annual Average 2018,,302,6,Fort Greene and Brooklyn Heights (CD2),19.8,22.4,21.1,NO2,375
Annual Average 2018,,303,6,Bedford Stuyvesant (CD3),18.9,21.1,20,NO2,375
Annual Average 2018,,304,6,Bushwick (CD4),16.8,21.8,19.5,NO2,375
Annual Average 2018,,305,6,East New York and Starrett City (CD5),14.3,18.9,17.2,NO2,375
Annual Average 2018,,306,6,Park Slope and Carroll Gardens (CD6),19.3,22.7,21.2,NO2,375
Annual Average 2018,,307,6,Sunset Park (CD7),16,22.8,19.8,NO2,375
Annual Average 2018,,308,6,Crown Heights and Prospect Heights (CD8),18.8,21,19.9,NO2,375
Annual Average 2018,,309,6,South Crown Heights and Lefferts Gardens (CD9),18.2,19.8,19.1,NO2,375
Annual Average 2018,,310,6,Bay Ridge and Dyker Heights (CD10),14.6,19.5,17.7,NO2,375
Annual Average 2018,,311,6,Bensonhurst (CD11),15.8,18.2,17.1,NO2,375
Annual Average 2018,,312,6,Borough Park (CD12),16.7,19.7,18.5,NO2,375
Annual Average 2018,,313,6,Coney Island (CD13),11.8,15,13.6,NO2,375
Annual Average 2018,,314,6,Flatbush and Midwood (CD14),16.2,18.7,17.3,NO2,375
Annual Average 2018,,315,6,Sheepshead Bay (CD15),11.8,16.1,14.5,NO2,375
Annual Average 2018,,316,6,Brownsville (CD16),18.1,19.4,18.8,NO2,375
Annual Average 2018,,317,6,East Flatbush (CD17),17,19.2,18.1,NO2,375
Annual Average 2018,,318,6,Flatlands and Canarsie (CD18),9.7,17.7,14.4,NO2,375
Annual Average 2018,,401,6,Long Island City and Astoria (CD1),16.9,21.2,19.5,NO2,375
Annual Average 2018,,402,6,Woodside and Sunnyside (CD2),19,23.8,21.1,NO2,375
Annual Average 2018,,403,6,Jackson Heights (CD3),18,20,19.1,NO2,375
Annual Average 2018,,404,6,Elmhurst and Corona (CD4),19.2,20.6,19.9,NO2,375
Annual Average 2018,,405,6,Ridgewood and Maspeth (CD5),15.1,21.6,18.5,NO2,375
Annual Average 2018,,406,6,Rego Park and Forest Hills (CD6),16.5,20.1,18.3,NO2,375
Annual Average 2018,,407,6,Flushing and Whitestone (CD7),15.6,20,17.6,NO2,375
Annual Average 2018,,408,6,Hillcrest and Fresh Meadows (CD8),15.2,18.4,17.1,NO2,375
Annual Average 2018,,409,6,Kew Gardens and Woodhaven (CD9),16.9,19.1,18.2,NO2,375
Annual Average 2018,,410,6,South Ozone Park and Howard Beach (CD10),14.4,18.2,16.6,NO2,375
Annual Average 2018,,411,6,Bayside and Little Neck (CD11),13.9,17.8,16.1,NO2,375
Annual Average 2018,,412,6,Jamaica and Hollis (CD12),16.6,19.7,17.7,NO2,375
Annual Average 2018,,413,6,Queens Village (CD13),14.8,17.6,16.3,NO2,375
Annual Average 2018,,414,6,Rockaway and Broad Channel (CD14),8.4,12.5,10.4,NO2,375
Annual Average 2018,,501,6,St. George and Stapleton (CD1),14.2,17.6,16.1,NO2,375
Annual Average 2018,,502,6,South Beach and Willowbrook (CD2),10.5,15.3,12.8,NO2,375
Annual Average 2018,,503,6,Tottenville and Great Kills (CD3),8.9,12.8,11,NO2,375
Annual Average 2018,,101,4,Kingsbridge - Riverdale,13.6,18.8,15.8,NO2,375
Annual Average 2018,,102,4,Northeast Bronx,15.1,17,16.2,NO2,375
